primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,age
subbituminous,supercritical,43,2400,2010,40.99,13215750,13
subbituminous,supercritical,43,2500,2094,40.82,13768050,13
subbituminous,supercritical,47,100,83.83,91.45,551182.25,14
subbituminous,supercritical,47,200,167.6,183.80,1101970,14
subbituminous,supercritical,47,300,251.3,276.20,1652297.5,14
subbituminous,supercritical,47,400,335.1,368.60,2203282.5,14
subbituminous,supercritical,47,500,418.8,461.00,2753610,14
subbituminous,supercritical,47,600,502.6,553.40,3304595,14
subbituminous,supercritical,47,700,586.3,645.80,3854922.5,14
subbituminous,supercritical,47,800,670.1,738.20,4405907.5,14
subbituminous,supercritical,47,900,753.8,830.60,4956235,14
subbituminous,supercritical,47,1000,837.6,923.00,5507220,14
subbituminous,supercritical,47,1100,921.4,1015.00,6058205,14
subbituminous,supercritical,47,1200,1005,1108.00,6607875,14
subbituminous,supercritical,47,1300,1089,1200.00,7160175,14
subbituminous,supercritical,47,1400,1173,1293.00,7712475,14
subbituminous,supercritical,47,1500,1256,1385.00,8258200,14
subbituminous,supercritical,47,1600,1340,1477.00,8810500,14
subbituminous,supercritical,47,1700,1424,1570.00,9362800,14
subbituminous,supercritical,47,1800,1508,1662.00,9915100,14
subbituminous,supercritical,47,1900,1591,1755.00,10460825,14
subbituminous,supercritical,47,2000,1675,1847.00,11013125,14
subbituminous,supercritical,47,2100,1759,1939.00,11565425,14
subbituminous,supercritical,47,2200,1843,2032.00,12117725,14
subbituminous,supercritical,47,2300,1926,2124.00,12663450,14
subbituminous,supercritical,47,2400,2010,2216.00,13215750,14
subbituminous,supercritical,47,2500,2094,2309.00,13768050,14
subbituminous,supercritical,50,100,83.83,89.66,551182.25,15
subbituminous,supercritical,50,200,167.6,68.45,1101970,15
subbituminous,supercritical,50,300,251.3,60.20,1652297.5,15
subbituminous,supercritical,50,400,335.1,55.58,2203282.5,15
subbituminous,supercritical,50,500,418.8,52.53,2753610,15
subbituminous,supercritical,50,600,502.6,50.33,3304595,15
subbituminous,supercritical,50,700,586.3,48.63,3854922.5,15
subbituminous,supercritical,50,800,670.1,47.27,4405907.5,15
subbituminous,supercritical,50,900,753.8,46.14,4956235,15
subbituminous,supercritical,50,1000,837.6,45.19,5507220,15
subbituminous,supercritical,50,1100,921.4,44.36,6058205,15
subbituminous,supercritical,50,1200,1005,43.63,6607875,15
subbituminous,supercritical,50,1300,1089,42.98,7160175,15
subbituminous,supercritical,50,1400,1173,42.39,7712475,15
subbituminous,supercritical,50,1500,1256,41.85,8258200,15
subbituminous,supercritical,50,1600,1340,41.47,8810500,15
subbituminous,supercritical,50,1700,1424,41.13,9362800,15
subbituminous,supercritical,50,1800,1508,40.83,9915100,15
subbituminous,supercritical,50,1900,1591,40.56,10460825,15
subbituminous,supercritical,50,2000,1675,40.31,11013125,15
subbituminous,supercritical,50,2100,1759,40.09,11565425,15
subbituminous,supercritical,50,2200,1843,39.88,12117725,15
subbituminous,supercritical,50,2300,1926,39.68,12663450,15
subbituminous,supercritical,50,2400,2010,39.50,13215750,15
subbituminous,supercritical,50,2500,2094,39.33,13768050,15
subbituminous,supercritical,53,100,83.83,88.40,551182.25,16
subbituminous,supercritical,53,200,167.6,67.38,1101970,16
subbituminous,supercritical,53,300,251.3,59.24,1652297.5,16
subbituminous,supercritical,53,400,335.1,54.67,2203282.5,16
subbituminous,supercritical,53,500,418.8,51.67,2753610,16
subbituminous,supercritical,53,600,502.6,49.50,3304595,16
subbituminous,supercritical,53,700,586.3,47.83,3854922.5,16
subbituminous,supercritical,53,800,670.1,46.49,4405907.5,16
subbituminous,supercritical,53,900,753.8,45.39,4956235,16
subbituminous,supercritical,53,1000,837.6,44.45,5507220,16
subbituminous,supercritical,53,1100,921.4,43.63,6058205,16
subbituminous,supercritical,53,1200,1005,42.92,6607875,16
subbituminous,supercritical,53,1300,1089,42.27,7160175,16
subbituminous,supercritical,53,1400,1173,41.69,7712475,16
subbituminous,supercritical,53,1500,1256,41.16,8258200,16
subbituminous,supercritical,53,1600,1340,40.79,8810500,16
subbituminous,supercritical,53,1700,1424,40.47,9362800,16
subbituminous,supercritical,53,1800,1508,40.17,9915100,16
subbituminous,supercritical,53,1900,1591,39.90,10460825,16
subbituminous,supercritical,53,2000,1675,39.66,11013125,16
subbituminous,supercritical,53,2100,1759,39.44,11565425,16
subbituminous,supercritical,53,2200,1843,39.23,12117725,16
subbituminous,supercritical,53,2300,1926,39.04,12663450,16
subbituminous,supercritical,53,2400,2010,38.86,13215750,16
subbituminous,supercritical,53,2500,2094,38.70,13768050,16
subbituminous,supercritical,57,100,83.83,86.72,551182.25,17
subbituminous,supercritical,57,200,167.6,65.96,1101970,17
subbituminous,supercritical,57,300,251.3,57.94,1652297.5,17
subbituminous,supercritical,57,400,335.1,53.47,2203282.5,17
subbituminous,supercritical,57,500,418.8,50.52,2753610,17
subbituminous,supercritical,57,600,502.6,48.40,3304595,17
subbituminous,supercritical,57,700,586.3,46.77,3854922.5,17
subbituminous,supercritical,57,800,670.1,45.46,4405907.5,17
subbituminous,supercritical,57,900,753.8,44.38,4956235,17
subbituminous,supercritical,57,1000,837.6,43.46,5507220,17
subbituminous,supercritical,57,1100,921.4,42.67,6058205,17
subbituminous,supercritical,57,1200,1005,41.97,6607875,17
subbituminous,supercritical,57,1300,1089,41.34,7160175,17
subbituminous,supercritical,57,1400,1173,40.77,7712475,17
subbituminous,supercritical,57,1500,1256,40.25,8258200,17
subbituminous,supercritical,57,1600,1340,39.89,8810500,17
subbituminous,supercritical,57,1700,1424,39.57,9362800,17
subbituminous,supercritical,57,1800,1508,39.29,9915100,17
subbituminous,supercritical,57,1900,1591,39.03,10460825,17
subbituminous,supercritical,57,2000,1675,38.79,11013125,17
subbituminous,supercritical,57,2100,1759,38.57,11565425,17
subbituminous,supercritical,57,2200,1843,38.37,12117725,17
subbituminous,supercritical,57,2300,1926,38.19,12663450,17
subbituminous,supercritical,57,2400,2010,38.01,13215750,17
subbituminous,supercritical,57,2500,2094,37.85,13768050,17
subbituminous,supercritical,60,100,83.83,85.47,551182.25,18
subbituminous,supercritical,60,200,167.6,64.90,1101970,18
subbituminous,supercritical,60,300,251.3,56.98,1652297.5,18
subbituminous,supercritical,60,400,335.1,52.56,2203282.5,18
subbituminous,supercritical,60,500,418.8,49.66,2753610,18
subbituminous,supercritical,60,600,502.6,47.57,3304595,18
subbituminous,supercritical,60,700,586.3,45.97,3854922.5,18
subbituminous,supercritical,60,800,670.1,44.68,4405907.5,18
subbituminous,supercritical,60,900,753.8,43.62,4956235,18
subbituminous,supercritical,60,1000,837.6,42.72,5507220,18
subbituminous,supercritical,60,1100,921.4,41.94,6058205,18
subbituminous,supercritical,60,1200,1005,41.25,6607875,18
subbituminous,supercritical,60,1300,1089,40.64,7160175,18
subbituminous,supercritical,60,1400,1173,40.08,7712475,18
subbituminous,supercritical,60,1500,1256,39.57,8258200,18
subbituminous,supercritical,60,1600,1340,39.22,8810500,18
subbituminous,supercritical,60,1700,1424,38.91,9362800,18
subbituminous,supercritical,60,1800,1508,38.63,9915100,18
subbituminous,supercritical,60,1900,1591,38.37,10460825,18
subbituminous,supercritical,60,2000,1675,38.14,11013125,18
