primary_fuel,generation_technology,amortization_rate,capacity_MW,carbon_price_ton,capacity_factor,emission_rate_ton_h,annual_emission_ton,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,capture_annual_emission_ton,capture_plant_LCOE_MWh,capture_carbon_LCOE_MWh,capture_LCOE_MWh
coal,ultrasupercritical,20,2300,10,0.75,1599,10513425,31.71,9.269565217,40.97956522,189.34,1244910.5,49.62716418,1.097623188,50.72478737
coal,ultrasupercritical,20,2400,10,0.75,1668,10967100,31.54,9.266666667,40.80666667,197.51,1298628.25,49.36110874,1.097277778,50.45838652
coal,ultrasupercritical,20,2500,10,0.75,1738,11427350,31.38,9.269333333,40.64933333,205.8,1353135,49.11070362,1.0976,50.20830362
coal,ultrasupercritical,23,100,10,0.75,69.57,457422.75,72.47,9.276,81.746,8.24,54178,113.4178678,1.098666667,114.5165345
coal,ultrasupercritical,23,200,10,0.75,139.1,914582.5,55.56,9.273333333,64.83333333,16.47,108290.25,86.95317697,1.098,88.05117697
coal,ultrasupercritical,23,300,10,0.75,208.6,1371545,48.83,9.271111111,58.10111111,24.7,162402.5,76.42051173,1.097777778,77.5182895
coal,ultrasupercritical,23,400,10,0.75,278.1,1828507.5,45,9.27,54.27,32.93,216514.75,70.42643923,1.097666667,71.5241059
coal,ultrasupercritical,23,500,10,0.75,347.6,2285470,42.45,9.269333333,51.71933333,41.16,270627,66.43560768,1.0976,67.53320768
coal,ultrasupercritical,23,600,10,0.75,417.1,2742432.5,40.59,9.268888889,49.85888889,49.39,324739.25,63.52464819,1.097555556,64.62220374
coal,ultrasupercritical,23,700,10,0.75,486.6,3199395,39.15,9.268571429,48.41857143,57.62,378851.5,61.27100213,1.09752381,62.36852594
coal,ultrasupercritical,23,800,10,0.75,556.1,3656357.5,38,9.268333333,47.26833333,65.85,432963.75,59.47121535,1.0975,60.56871535
coal,ultrasupercritical,23,900,10,0.75,625.6,4113320,37.04,9.268148148,46.30814815,74.08,487076,57.96878465,1.097481481,59.06626613
coal,ultrasupercritical,23,1000,10,0.75,695.1,4570282.5,36.23,9.268,45.498,82.31,541188.25,56.70110874,1.097466667,57.79857541
coal,ultrasupercritical,23,1100,10,0.75,764.6,5027245,35.53,9.267878788,44.79787879,90.54,595300.5,55.60558635,1.097454545,56.7030409
coal,ultrasupercritical,23,1200,10,0.75,834.1,5484207.5,34.91,9.267777778,44.17777778,98.77,649412.75,54.63526652,1.097444444,55.73271097
coal,ultrasupercritical,23,1300,10,0.75,903.6,5941170,34.37,9.267692308,43.63769231,107,703525,53.79014925,1.097435897,54.88758515
coal,ultrasupercritical,23,1400,10,0.75,973.1,6398132.5,33.87,9.267619048,43.13761905,115.23,757637.25,53.00763326,1.097428571,54.10506183
coal,ultrasupercritical,23,1500,10,0.75,1043,6857725,33.43,9.271111111,42.70111111,123.5,812012.5,52.31901919,1.097777778,53.41679697
coal,ultrasupercritical,23,1600,10,0.75,1112,7311400,33.03,9.266666667,42.29666667,131.67,865730.25,51.6930064,1.09725,52.7902564
coal,ultrasupercritical,23,1700,10,0.75,1182,7771650,32.66,9.270588235,41.93058824,139.96,920237,51.11394456,1.09772549,52.21167005
coal,ultrasupercritical,23,1800,10,0.75,1251,8225325,32.31,9.266666667,41.57666667,148.13,973954.75,50.56618337,1.097259259,51.66344263
coal,ultrasupercritical,23,1900,10,0.75,1321,8685575,32.05,9.270175439,41.32017544,156.42,1028461.5,50.15927505,1.097684211,51.25695926
coal,ultrasupercritical,23,2000,10,0.75,1390,9139250,31.81,9.266666667,41.07666667,164.59,1082179.25,49.78366738,1.097266667,50.88093404
coal,ultrasupercritical,23,2100,10,0.75,1460,9599500,31.6,9.26984127,40.86984127,172.88,1136686,49.45501066,1.097650794,50.55266145
coal,ultrasupercritical,23,2200,10,0.75,1529,10053175,31.4,9.266666667,40.66666667,181.05,1190403.75,49.14200426,1.097272727,50.23927699
coal,ultrasupercritical,23,2300,10,0.75,1599,10513425,31.22,9.269565217,40.48956522,189.34,1244910.5,48.86029851,1.097623188,49.9579217
coal,ultrasupercritical,23,2400,10,0.75,1668,10967100,31.05,9.266666667,40.31666667,197.51,1298628.25,48.59424307,1.097277778,49.69152085
coal,ultrasupercritical,23,2500,10,0.75,1738,11427350,30.9,9.269333333,40.16933333,205.8,1353135,48.35948827,1.0976,49.45708827
coal,ultrasupercritical,27,100,10,0.75,69.57,457422.75,71.18,9.276,80.456,8.24,54178,111.3989765,1.098666667,112.4976432
coal,ultrasupercritical,27,200,10,0.75,139.1,914582.5,54.47,9.273333333,63.74333333,16.47,108290.25,85.24729211,1.098,86.34529211
coal,ultrasupercritical,27,300,10,0.75,208.6,1371545,47.84,9.271111111,57.11111111,24.7,162402.5,74.87113006,1.097777778,75.96890784
coal,ultrasupercritical,27,400,10,0.75,278.1,1828507.5,44.07,9.27,53.34,32.93,216514.75,68.97095949,1.097666667,70.06862615
coal,ultrasupercritical,27,500,10,0.75,347.6,2285470,41.56,9.269333333,50.82933333,41.16,270627,65.04272921,1.0976,66.14032921
coal,ultrasupercritical,27,600,10,0.75,417.1,2742432.5,39.74,9.268888889,49.00888889,49.39,324739.25,62.194371,1.097555556,63.29192656
