primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,carbon_price_ton,capacity_factor,bio-cofiring,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,biomass_emission_rate_ton_h,beccs_emission_rate_ton_h,beccs_annual_emission_ton,beccs_plant_LCOE_MWh,beccs_carbon_LCOE_MWh,beccs_LCOE_MWh
coal_biomass,supercritical,17,1000,642.8,50.84,4226410,10,0.75,15,38.31,8.570666667,46.88066667,79.99,546.38,-16.43,-108027.25,61.63261506,-0.219066667,61.4135484
coal_biomass,supercritical,17,1100,707.04,49.86,4648788,10,0.75,15,37.57,8.570181818,46.14018182,87.98,600.984,-18.076,-118849.7,60.44211297,-0.21910303,60.22300994
coal_biomass,supercritical,17,1200,771.36,48.99,5071692,10,0.75,15,36.91,8.570666667,45.48066667,95.99,655.656,-19.714,-129619.55,59.38031381,-0.219044444,59.16126936
coal_biomass,supercritical,17,1300,836,48.21,5496700,10,0.75,15,36.32,8.574358974,44.89435897,104.03,710.6,-21.37,-140507.75,58.43112971,-0.219179487,58.21195022
coal_biomass,supercritical,17,1400,900,47.52,5917500,10,0.75,15,35.8,8.571428571,44.37142857,112,765,-23,-151225,57.59456067,-0.219047619,57.37551305
coal_biomass,supercritical,17,1500,964,46.89,6338300,10,0.75,15,35.33,8.568888889,43.89888889,119.96,819.4,-24.64,-162008,56.83843096,-0.219022222,56.61940874
coal_biomass,supercritical,17,1600,1028.8,46.43,6764360,10,0.75,15,34.98,8.573333333,43.55333333,128.02,874.48,-26.3,-172922.5,56.27535565,-0.219166667,56.05618898
coal_biomass,supercritical,17,1700,1092.8,46.02,7185160,10,0.75,15,34.67,8.570980392,43.24098039,135.99,928.88,-27.93,-183639.75,55.7766318,-0.219058824,55.55757298
coal_biomass,supercritical,17,1800,1156.8,45.65,7605960,10,0.75,15,34.4,8.568888889,42.96888889,143.95,983.28,-29.57,-194422.75,55.34225941,-0.219037037,55.12322238
coal_biomass,supercritical,17,1900,1221.6,45.32,8032020,10,0.75,15,34.15,8.572631579,42.72263158,152.02,1038.36,-31.22,-205271.5,54.94006276,-0.219087719,54.72097504
